id,country_name,year,series_name,value,income_level,region,longitude,latitude,iso2Code
VGB,British Virgin Islands,2011,"Government expenditure on education, total (% of GDP)",,High income,Latin America & Caribbean ,-64.623056,18.431389,VG
VGB,British Virgin Islands,2011,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Latin America & Caribbean ,-64.623056,18.431389,VG
VGB,British Virgin Islands,2011,"School enrollment, primary (% gross)",108.73,High income,Latin America & Caribbean ,-64.623056,18.431389,VG
VGB,British Virgin Islands,2011,"School enrollment, secondary (% gross)",98.26,High income,Latin America & Caribbean ,-64.623056,18.431389,VG
VGB,British Virgin Islands,2011,"School enrollment, tertiary (% gross)",,High income,Latin America & Caribbean ,-64.623056,18.431389,VG
BRN,Brunei Darussalam,2011,GDP per capita (current US$),46382.83,High income,East Asia & Pacific,114.946,4.94199,BN
BRN,Brunei Darussalam,2011,Current health expenditure per capita (current US$),864.64,High income,East Asia & Pacific,114.946,4.94199,BN
BRN,Brunei Darussalam,2011,Current health expenditure (% of GDP),1.86,High income,East Asia & Pacific,114.946,4.94199,BN
BRN,Brunei Darussalam,2011,"Government expenditure on education, total (% of GDP)",3.32,High income,East Asia & Pacific,114.946,4.94199,BN
BRN,Brunei Darussalam,2011,"Literacy rate, adult total (% of people ages 15 and above)",96.09,High income,East Asia & Pacific,114.946,4.94199,BN
BRN,Brunei Darussalam,2011,"School enrollment, primary (% gross)",104.83,High income,East Asia & Pacific,114.946,4.94199,BN
BRN,Brunei Darussalam,2011,"School enrollment, secondary (% gross)",102.11,High income,East Asia & Pacific,114.946,4.94199,BN
BRN,Brunei Darussalam,2011,"School enrollment, tertiary (% gross)",17.43,High income,East Asia & Pacific,114.946,4.94199,BN
BGR,Bulgaria,2011,GDP per capita (current US$),7849.58,High income,Europe & Central Asia,23.3238,42.7105,BG
BGR,Bulgaria,2011,Current health expenditure per capita (current US$),555.86,High income,Europe & Central Asia,23.3238,42.7105,BG
BGR,Bulgaria,2011,Current health expenditure (% of GDP),7.1,High income,Europe & Central Asia,23.3238,42.7105,BG
BGR,Bulgaria,2011,"Government expenditure on education, total (% of GDP)",3.55,High income,Europe & Central Asia,23.3238,42.7105,BG
BGR,Bulgaria,2011,"Literacy rate, adult total (% of people ages 15 and above)",98.35,High income,Europe & Central Asia,23.3238,42.7105,BG
BGR,Bulgaria,2011,"School enrollment, primary (% gross)",101.12,High income,Europe & Central Asia,23.3238,42.7105,BG
BGR,Bulgaria,2011,"School enrollment, secondary (% gross)",96.44,High income,Europe & Central Asia,23.3238,42.7105,BG
BGR,Bulgaria,2011,"School enrollment, tertiary (% gross)",59.82,High income,Europe & Central Asia,23.3238,42.7105,BG
BFA,Burkina Faso,2011,GDP per capita (current US$),725.02,Low income,Sub-Saharan Africa ,-1.53395,12.3605,BF
BFA,Burkina Faso,2011,Current health expenditure per capita (current US$),33.7,Low income,Sub-Saharan Africa ,-1.53395,12.3605,BF
BFA,Burkina Faso,2011,Current health expenditure (% of GDP),4.65,Low income,Sub-Saharan Africa ,-1.53395,12.3605,BF
BFA,Burkina Faso,2011,"Government expenditure on education, total (% of GDP)",3.99,Low income,Sub-Saharan Africa ,-1.53395,12.3605,BF
BFA,Burkina Faso,2011,"Literacy rate, adult total (% of people ages 15 and above)",,Low income,Sub-Saharan Africa ,-1.53395,12.3605,BF
BFA,Burkina Faso,2011,"School enrollment, primary (% gross)",79.73,Low income,Sub-Saharan Africa ,-1.53395,12.3605,BF
BFA,Burkina Faso,2011,"School enrollment, secondary (% gross)",23.18,Low income,Sub-Saharan Africa ,-1.53395,12.3605,BF
BFA,Burkina Faso,2011,"School enrollment, tertiary (% gross)",3.92,Low income,Sub-Saharan Africa ,-1.53395,12.3605,BF
BDI,Burundi,2011,GDP per capita (current US$),230.07,Low income,Sub-Saharan Africa ,29.3639,-3.3784,BI
BDI,Burundi,2011,Current health expenditure per capita (current US$),23.17,Low income,Sub-Saharan Africa ,29.3639,-3.3784,BI
BDI,Burundi,2011,Current health expenditure (% of GDP),10.07,Low income,Sub-Saharan Africa ,29.3639,-3.3784,BI
BDI,Burundi,2011,"Government expenditure on education, total (% of GDP)",6.32,Low income,Sub-Saharan Africa ,29.3639,-3.3784,BI
BDI,Burundi,2011,"Literacy rate, adult total (% of people ages 15 and above)",,Low income,Sub-Saharan Africa ,29.3639,-3.3784,BI
BDI,Burundi,2011,"School enrollment, primary (% gross)",135.99,Low income,Sub-Saharan Africa ,29.3639,-3.3784,BI
BDI,Burundi,2011,"School enrollment, secondary (% gross)",26.79,Low income,Sub-Saharan Africa ,29.3639,-3.3784,BI
BDI,Burundi,2011,"School enrollment, tertiary (% gross)",,Low income,Sub-Saharan Africa ,29.3639,-3.3784,BI
CPV,Cabo Verde,2011,GDP per capita (current US$),4002.01,Upper middle income,Sub-Saharan Africa ,-23.5087,14.9218,CV
CPV,Cabo Verde,2011,Current health expenditure per capita (current US$),157.07,Upper middle income,Sub-Saharan Africa ,-23.5087,14.9218,CV
CPV,Cabo Verde,2011,Current health expenditure (% of GDP),3.92,Upper middle income,Sub-Saharan Africa ,-23.5087,14.9218,CV
CPV,Cabo Verde,2011,"Government expenditure on education, total (% of GDP)",4.6,Upper middle income,Sub-Saharan Africa ,-23.5087,14.9218,CV
CPV,Cabo Verde,2011,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,Sub-Saharan Africa ,-23.5087,14.9218,CV
CPV,Cabo Verde,2011,"School enrollment, primary (% gross)",107.48,Upper middle income,Sub-Saharan Africa ,-23.5087,14.9218,CV
CPV,Cabo Verde,2011,"School enrollment, secondary (% gross)",86.7,Upper middle income,Sub-Saharan Africa ,-23.5087,14.9218,CV
CPV,Cabo Verde,2011,"School enrollment, tertiary (% gross)",19.82,Upper middle income,Sub-Saharan Africa ,-23.5087,14.9218,CV
KHM,Cambodia,2011,GDP per capita (current US$),1088.98,Lower middle income,East Asia & Pacific,104.874,11.5556,KH
KHM,Cambodia,2011,Current health expenditure per capita (current US$),65.39,Lower middle income,East Asia & Pacific,104.874,11.5556,KH
KHM,Cambodia,2011,Current health expenditure (% of GDP),6.0,Lower middle income,East Asia & Pacific,104.874,11.5556,KH
KHM,Cambodia,2011,"Government expenditure on education, total (% of GDP)",1.21,Lower middle income,East Asia & Pacific,104.874,11.5556,KH
KHM,Cambodia,2011,"Literacy rate, adult total (% of people ages 15 and above)",,Lower middle income,East Asia & Pacific,104.874,11.5556,KH
KHM,Cambodia,2011,"School enrollment, primary (% gross)",118.76,Lower middle income,East Asia & Pacific,104.874,11.5556,KH
KHM,Cambodia,2011,"School enrollment, secondary (% gross)",,Lower middle income,East Asia & Pacific,104.874,11.5556,KH
KHM,Cambodia,2011,"School enrollment, tertiary (% gross)",11.49,Lower middle income,East Asia & Pacific,104.874,11.5556,KH
CMR,Cameroon,2011,GDP per capita (current US$),1513.96,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721,CM
CMR,Cameroon,2011,Current health expenditure per capita (current US$),58.33,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721,CM
CMR,Cameroon,2011,Current health expenditure (% of GDP),3.85,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721,CM
CMR,Cameroon,2011,"Government expenditure on education, total (% of GDP)",2.65,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721,CM
CMR,Cameroon,2011,"Literacy rate, adult total (% of people ages 15 and above)",,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721,CM
CMR,Cameroon,2011,"School enrollment, primary (% gross)",110.02,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721,CM
CMR,Cameroon,2011,"School enrollment, secondary (% gross)",49.87,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721,CM
CMR,Cameroon,2011,"School enrollment, tertiary (% gross)",12.51,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721,CM
CAN,Canada,2011,GDP per capita (current US$),52223.86,High income,North America,-75.6919,45.4215,CA
CAN,Canada,2011,Current health expenditure per capita (current US$),5401.62,High income,North America,-75.6919,45.4215,CA
CAN,Canada,2011,Current health expenditure (% of GDP),10.41,High income,North America,-75.6919,45.4215,CA
CAN,Canada,2011,"Government expenditure on education, total (% of GDP)",5.26,High income,North America,-75.6919,45.4215,CA
CAN,Canada,2011,"Literacy rate, adult total (% of people ages 15 and above)",,High income,North America,-75.6919,45.4215,CA
CAN,Canada,2011,"School enrollment, primary (% gross)",98.56,High income,North America,-75.6919,45.4215,CA
CAN,Canada,2011,"School enrollment, secondary (% gross)",102.82,High income,North America,-75.6919,45.4215,CA
CAN,Canada,2011,"School enrollment, tertiary (% gross)",63.16,High income,North America,-75.6919,45.4215,CA
CYM,Cayman Islands,2011,GDP per capita (current US$),75280.96,High income,Latin America & Caribbean ,-81.3857,19.3022,KY
CYM,Cayman Islands,2011,Current health expenditure per capita (current US$),,High income,Latin America & Caribbean ,-81.3857,19.3022,KY
CYM,Cayman Islands,2011,Current health expenditure (% of GDP),,High income,Latin America & Caribbean ,-81.3857,19.3022,KY
CYM,Cayman Islands,2011,"Government expenditure on education, total (% of GDP)",,High income,Latin America & Caribbean ,-81.3857,19.3022,KY
CYM,Cayman Islands,2011,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Latin America & Caribbean ,-81.3857,19.3022,KY
CYM,Cayman Islands,2011,"School enrollment, primary (% gross)",103.91,High income,Latin America & Caribbean ,-81.3857,19.3022,KY
CYM,Cayman Islands,2011,"School enrollment, secondary (% gross)",92.35,High income,Latin America & Caribbean ,-81.3857,19.3022,KY
CYM,Cayman Islands,2011,"School enrollment, tertiary (% gross)",,High income,Latin America & Caribbean ,-81.3857,19.3022,KY
CAF,Central African Republic,2011,GDP per capita (current US$),534.06,Low income,Sub-Saharan Africa ,21.6407,5.63056,CF
CAF,Central African Republic,2011,Current health expenditure per capita (current US$),19.63,Low income,Sub-Saharan Africa ,21.6407,5.63056,CF
CAF,Central African Republic,2011,Current health expenditure (% of GDP),3.68,Low income,Sub-Saharan Africa ,21.6407,5.63056,CF
CAF,Central African Republic,2011,"Government expenditure on education, total (% of GDP)",1.11,Low income,Sub-Saharan Africa ,21.6407,5.63056,CF
CAF,Central African Republic,2011,"Literacy rate, adult total (% of people ages 15 and above)",,Low income,Sub-Saharan Africa ,21.6407,5.63056,CF
CAF,Central African Republic,2011,"School enrollment, primary (% gross)",81.35,Low income,Sub-Saharan Africa ,21.6407,5.63056,CF
CAF,Central African Republic,2011,"School enrollment, secondary (% gross)",15.92,Low income,Sub-Saharan Africa ,21.6407,5.63056,CF
CAF,Central African Republic,2011,"School enrollment, tertiary (% gross)",2.95,Low income,Sub-Saharan Africa ,21.6407,5.63056,CF
TCD,Chad,2011,GDP per capita (current US$),1308.14,Low income,Sub-Saharan Africa ,15.0445,12.1048,TD
TCD,Chad,2011,Current health expenditure per capita (current US$),37.36,Low income,Sub-Saharan Africa ,15.0445,12.1048,TD
TCD,Chad,2011,Current health expenditure (% of GDP),2.93,Low income,Sub-Saharan Africa ,15.0445,12.1048,TD
TCD,Chad,2011,"Government expenditure on education, total (% of GDP)",2.26,Low income,Sub-Saharan Africa ,15.0445,12.1048,TD
TCD,Chad,2011,"Literacy rate, adult total (% of people ages 15 and above)",,Low income,Sub-Saharan Africa ,15.0445,12.1048,TD
TCD,Chad,2011,"School enrollment, primary (% gross)",87.17,Low income,Sub-Saharan Africa ,15.0445,12.1048,TD
TCD,Chad,2011,"School enrollment, secondary (% gross)",22.82,Low income,Sub-Saharan Africa ,15.0445,12.1048,TD
TCD,Chad,2011,"School enrollment, tertiary (% gross)",2.21,Low income,Sub-Saharan Africa ,15.0445,12.1048,TD
CHI,Channel Islands,2011,GDP per capita (current US$),60419.23,High income,Europe & Central Asia,-2.3644,49.3723,JG
CHI,Channel Islands,2011,Current health expenditure per capita (current US$),,High income,Europe & Central Asia,-2.3644,49.3723,JG
CHI,Channel Islands,2011,Current health expenditure (% of GDP),,High income,Europe & Central Asia,-2.3644,49.3723,JG
CHI,Channel Islands,2011,"Government expenditure on education, total (% of GDP)",,High income,Europe & Central Asia,-2.3644,49.3723,JG
CHI,Channel Islands,2011,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,-2.3644,49.3723,JG
CHI,Channel Islands,2011,"School enrollment, primary (% gross)",,High income,Europe & Central Asia,-2.3644,49.3723,JG
CHI,Channel Islands,2011,"School enrollment, secondary (% gross)",,High income,Europe & Central Asia,-2.3644,49.3723,JG
CHI,Channel Islands,2011,"School enrollment, tertiary (% gross)",,High income,Europe & Central Asia,-2.3644,49.3723,JG
CHL,Chile,2011,GDP per capita (current US$),14487.39,High income,Latin America & Caribbean ,-70.6475,-33.475,CL
CHL,Chile,2011,Current health expenditure per capita (current US$),984.45,High income,Latin America & Caribbean ,-70.6475,-33.475,CL
CHL,Chile,2011,Current health expenditure (% of GDP),6.8,High income,Latin America & Caribbean ,-70.6475,-33.475,CL
CHL,Chile,2011,"Government expenditure on education, total (% of GDP)",4.06,High income,Latin America & Caribbean ,-70.6475,-33.475,CL
CHL,Chile,2011,"Literacy rate, adult total (% of people ages 15 and above)",96.7,High income,Latin America & Caribbean ,-70.6475,-33.475,CL
CHL,Chile,2011,"School enrollment, primary (% gross)",103.17,High income,Latin America & Caribbean ,-70.6475,-33.475,CL
CHL,Chile,2011,"School enrollment, secondary (% gross)",90.98,High income,Latin America & Caribbean ,-70.6475,-33.475,CL
CHL,Chile,2011,"School enrollment, tertiary (% gross)",70.82,High income,Latin America & Caribbean ,-70.6475,-33.475,CL
CHN,China,2011,GDP per capita (current US$),5703.76,Upper middle income,East Asia & Pacific,116.286,40.0495,CN
CHN,China,2011,Current health expenditure per capita (current US$),239.2,Upper middle income,East Asia & Pacific,116.286,40.0495,CN
CHN,China,2011,Current health expenditure (% of GDP),4.34,Upper middle income,East Asia & Pacific,116.286,40.0495,CN
CHN,China,2011,"Government expenditure on education, total (% of GDP)",,Upper middle income,East Asia & Pacific,116.286,40.0495,CN
CHN,China,2011,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,East Asia & Pacific,116.286,40.0495,CN
CHN,China,2011,"School enrollment, primary (% gross)",103.33,Upper middle income,East Asia & Pacific,116.286,40.0495,CN
CHN,China,2011,"School enrollment, secondary (% gross)",92.03,Upper middle income,East Asia & Pacific,116.286,40.0495,CN
CHN,China,2011,"School enrollment, tertiary (% gross)",26.79,Upper middle income,East Asia & Pacific,116.286,40.0495,CN
COL,Colombia,2011,GDP per capita (current US$),7400.99,Upper middle income,Latin America & Caribbean ,-74.082,4.60987,CO
COL,Colombia,2011,Current health expenditure per capita (current US$),501.84,Upper middle income,Latin America & Caribbean ,-74.082,4.60987,CO
COL,Colombia,2011,Current health expenditure (% of GDP),6.78,Upper middle income,Latin America & Caribbean ,-74.082,4.60987,CO
COL,Colombia,2011,"Government expenditure on education, total (% of GDP)",4.47,Upper middle income,Latin America & Caribbean ,-74.082,4.60987,CO
COL,Colombia,2011,"Literacy rate, adult total (% of people ages 15 and above)",93.58,Upper middle income,Latin America & Caribbean ,-74.082,4.60987,CO
COL,Colombia,2011,"School enrollment, primary (% gross)",121.83,Upper middle income,Latin America & Caribbean ,-74.082,4.60987,CO
COL,Colombia,2011,"School enrollment, secondary (% gross)",101.21,Upper middle income,Latin America & Caribbean ,-74.082,4.60987,CO
COL,Colombia,2011,"School enrollment, tertiary (% gross)",45.29,Upper middle income,Latin America & Caribbean ,-74.082,4.60987,CO
COM,Comoros,2011,GDP per capita (current US$),1531.44,Lower middle income,Sub-Saharan Africa ,43.2418,-11.6986,KM
COM,Comoros,2011,Current health expenditure per capita (current US$),81.2,Lower middle income,Sub-Saharan Africa ,43.2418,-11.6986,KM
COM,Comoros,2011,Current health expenditure (% of GDP),5.3,Lower middle income,Sub-Saharan Africa ,43.2418,-11.6986,KM
COM,Comoros,2011,"Government expenditure on education, total (% of GDP)",2.83,Lower middle income,Sub-Saharan Africa ,43.2418,-11.6986,KM
COM,Comoros,2011,"Literacy rate, adult total (% of people ages 15 and above)",,Lower middle income,Sub-Saharan Africa ,43.2418,-11.6986,KM
COM,Comoros,2011,"School enrollment, primary (% gross)",111.28,Lower middle income,Sub-Saharan Africa ,43.2418,-11.6986,KM
COM,Comoros,2011,"School enrollment, secondary (% gross)",,Lower middle income,Sub-Saharan Africa ,43.2418,-11.6986,KM
