Iso3,Country,Year,Happiness Rank,Happiness Score,Health Expenditure (% GDP),Health Expenditure (per capita),GDP per Capita,Education Expenditure (% GDP),Adult Literacy %,Primary School Enrollment %,Secondary School Enrollment %,Tertiary School Enrollment %,Income Level,Region,longitude,latitude
BHR,Bahrain,2014,49,5.96,4.41,1122.16,26451.8,2.37,,104.37,104.2,44.79,High income,"Middle East, North Africa, Afghanistan & Pakistan",50.5354,26.1921
BHR,Bahrain,2015,42,6.218,4.98,1128.24,23734.06,2.55,,100.24,100.3,45.64,High income,"Middle East, North Africa, Afghanistan & Pakistan",50.5354,26.1921
BHR,Bahrain,2016,41,6.087,4.86,1095.93,23800.0,2.8,,99.9,100.58,46.76,High income,"Middle East, North Africa, Afghanistan & Pakistan",50.5354,26.1921
BHR,Bahrain,2017,43,6.105,4.51,1080.09,24784.77,2.22,,98.74,100.92,48.73,High income,"Middle East, North Africa, Afghanistan & Pakistan",50.5354,26.1921
BHR,Bahrain,2018,37,6.199,4.13,1041.86,26324.41,2.39,,96.84,100.7,50.26,High income,"Middle East, North Africa, Afghanistan & Pakistan",50.5354,26.1921
BHR,Bahrain,2019,40,6.227,3.96,1030.26,27259.74,2.11,,96.78,102.13,52.9,High income,"Middle East, North Africa, Afghanistan & Pakistan",50.5354,26.1921
BHR,Bahrain,2020,22,6.647,4.72,1101.79,24342.84,2.06,,,,54.41,High income,"Middle East, North Africa, Afghanistan & Pakistan",50.5354,26.1921
BHR,Bahrain,2021,21,6.647,4.49,1175.28,27147.81,1.85,,,,47.5,High income,"Middle East, North Africa, Afghanistan & Pakistan",50.5354,26.1921
BHR,Bahrain,2022,42,6.173,3.84,1110.68,30470.52,1.71,97.87,96.99,103.39,50.31,High income,"Middle East, North Africa, Afghanistan & Pakistan",50.5354,26.1921
BHR,Bahrain,2023,62,5.959,,,29290.13,1.89,97.85,93.9,104.39,57.06,High income,"Middle East, North Africa, Afghanistan & Pakistan",50.5354,26.1921
BHR,Bahrain,2024,59,6.03,,,30048.22,,97.82,96.88,98.81,58.37,High income,"Middle East, North Africa, Afghanistan & Pakistan",50.5354,26.1921
BIH,Bosnia and Herzegovina,2011,99,4.857,9.18,456.97,4982.69,,,89.1,87.73,41.98,Upper middle income,Europe & Central Asia,18.4214,43.8607
BIH,Bosnia and Herzegovina,2012,106,4.813,9.49,444.94,4693.79,,,89.21,90.79,44.7,Upper middle income,Europe & Central Asia,18.4214,43.8607
BIH,Bosnia and Herzegovina,2014,96,4.949,9.49,493.07,5206.07,3.31,,91.22,90.29,54.17,Upper middle income,Europe & Central Asia,18.4214,43.8607
BIH,Bosnia and Herzegovina,2015,87,5.163,9.24,430.83,4662.26,3.02,,94.7,85.72,55.53,Upper middle income,Europe & Central Asia,18.4214,43.8607
BIH,Bosnia and Herzegovina,2016,90,5.182,9.14,450.44,4928.57,4.26,,96.14,83.17,56.95,Upper middle income,Europe & Central Asia,18.4214,43.8607
BIH,Bosnia and Herzegovina,2017,93,5.129,8.82,471.33,5345.02,2.84,,98.24,83.67,54.53,Upper middle income,Europe & Central Asia,18.4214,43.8607
BIH,Bosnia and Herzegovina,2018,78,5.386,8.76,529.86,6047.85,3.89,,99.72,85.64,49.8,Upper middle income,Europe & Central Asia,18.4214,43.8607
BIH,Bosnia and Herzegovina,2019,69,5.674,8.93,546.45,6122.38,4.04,,100.93,85.54,46.67,Upper middle income,Europe & Central Asia,18.4214,43.8607
BIH,Bosnia and Herzegovina,2020,64,5.813,9.7,594.82,6130.31,3.02,,100.26,85.56,43.8,Upper middle income,Europe & Central Asia,18.4214,43.8607
BIH,Bosnia and Herzegovina,2021,67,5.768,9.56,697.07,7295.34,4.14,,101.17,85.68,45.06,Upper middle income,Europe & Central Asia,18.4214,43.8607
BIH,Bosnia and Herzegovina,2022,71,5.633,8.72,667.3,7655.59,2.97,,101.6,87.04,45.61,Upper middle income,Europe & Central Asia,18.4214,43.8607
BIH,Bosnia and Herzegovina,2023,65,5.877,,,8663.02,3.25,,101.19,87.87,45.5,Upper middle income,Europe & Central Asia,18.4214,43.8607
BIH,Bosnia and Herzegovina,2024,56,6.136,,,8957.37,,,,,,Upper middle income,Europe & Central Asia,18.4214,43.8607
BLR,Belarus,2011,62,5.566,4.87,317.82,6527.66,4.68,,100.93,108.99,87.34,Upper middle income,Europe & Central Asia,27.5766,53.9678
BLR,Belarus,2012,66,5.504,5.25,364.1,6953.22,4.96,,100.1,107.66,93.47,Upper middle income,Europe & Central Asia,27.5766,53.9678
BLR,Belarus,2014,59,5.813,5.39,448.27,8341.32,4.82,,98.82,103.51,94.32,Upper middle income,Europe & Central Asia,27.5766,53.9678
BLR,Belarus,2015,61,5.802,6.07,360.92,5967.06,4.79,,98.47,102.9,93.79,Upper middle income,Europe & Central Asia,27.5766,53.9678
BLR,Belarus,2016,67,5.569,5.91,296.95,5039.78,4.95,,99.42,102.97,91.52,Upper middle income,Europe & Central Asia,27.5766,53.9678
BLR,Belarus,2017,73,5.483,5.76,331.94,5785.54,4.8,,98.99,102.48,89.47,Upper middle income,Europe & Central Asia,27.5766,53.9678
BLR,Belarus,2018,81,5.323,5.53,349.99,6360.04,4.84,,98.23,101.6,84.71,Upper middle income,Europe & Central Asia,27.5766,53.9678
BLR,Belarus,2019,75,5.54,5.86,400.12,6837.77,4.98,99.87,97.05,100.44,81.29,Upper middle income,Europe & Central Asia,27.5766,53.9678
BLR,Belarus,2020,75,5.534,6.41,420.44,6542.86,4.86,,95.53,100.58,79.9,Upper middle income,Europe & Central Asia,27.5766,53.9678
BLR,Belarus,2021,65,5.821,6.57,484.04,7489.72,4.61,,95.53,100.42,78.6,Upper middle income,Europe & Central Asia,27.5766,53.9678
BLZ,Belize,2011,34,6.451,4.55,252.73,5582.22,5.52,,112.28,76.13,21.55,Upper middle income,Latin America & Caribbean ,-88.7713,17.2534
BLZ,Belize,2015,52,5.956,4.67,287.53,6154.5,5.36,90.92,113.6,81.29,23.44,Upper middle income,Latin America & Caribbean ,-88.7713,17.2534
BLZ,Belize,2016,50,5.956,4.78,293.82,6142.5,5.73,,116.08,87.73,24.48,Upper middle income,Latin America & Caribbean ,-88.7713,17.2534
BLZ,Belize,2017,49,5.956,4.63,281.4,6072.58,5.95,,115.63,86.32,24.73,Upper middle income,Latin America & Caribbean ,-88.7713,17.2534
BLZ,Belize,2024,25,6.711,,,8429.68,4.62,,96.48,86.46,24.81,Upper middle income,Latin America & Caribbean ,-88.7713,17.2534
BOL,Bolivia,2011,57,5.633,5.17,119.78,2315.52,6.45,92.23,100.92,85.3,,Lower middle income,Latin America & Caribbean ,-66.1936,-13.9908
BOL,Bolivia,2012,50,5.857,5.25,135.32,2575.6,6.63,94.46,98.31,87.01,,Lower middle income,Latin America & Caribbean ,-66.1936,-13.9908
BOL,Bolivia,2014,51,5.89,5.9,179.33,3041.44,7.48,,95.47,89.46,,Lower middle income,Latin America & Caribbean ,-66.1936,-13.9908
BOL,Bolivia,2015,59,5.822,6.55,196.26,2996.01,8.14,92.46,95.1,90.61,,Lower middle income,Latin America & Caribbean ,-66.1936,-13.9908
BOL,Bolivia,2016,58,5.823,6.83,207.45,3035.87,8.15,,95.54,90.62,,Lower middle income,Latin America & Caribbean ,-66.1936,-13.9908
BOL,Bolivia,2017,62,5.752,6.49,214.59,3306.3,8.1,,96.45,89.4,,Lower middle income,Latin America & Caribbean ,-66.1936,-13.9908
BOL,Bolivia,2018,61,5.779,6.6,231.19,3500.73,8.02,,97.12,88.72,,Lower middle income,Latin America & Caribbean ,-66.1936,-13.9908
BOL,Bolivia,2019,65,5.747,6.89,241.35,3503.9,8.09,,97.67,88.82,,Lower middle income,Latin America & Caribbean ,-66.1936,-13.9908
BOL,Bolivia,2020,69,5.716,8.02,248.7,3099.94,8.44,93.85,98.24,88.87,,Lower middle income,Latin America & Caribbean ,-66.1936,-13.9908
BOL,Bolivia,2021,71,5.6,8.16,276.21,3384.84,7.96,,98.47,90.41,,Lower middle income,Latin America & Caribbean ,-66.1936,-13.9908
BOL,Bolivia,2022,69,5.684,8.43,307.14,3643.93,7.58,,99.2,90.37,,Lower middle income,Latin America & Caribbean ,-66.1936,-13.9908
BOL,Bolivia,2023,73,5.784,,,3686.28,8.32,95.55,98.57,91.37,,Lower middle income,Latin America & Caribbean ,-66.1936,-13.9908
BOL,Bolivia,2024,74,5.868,,,4001.21,,,,,,Lower middle income,Latin America & Caribbean ,-66.1936,-13.9908
BRA,Brazil,2011,25,6.697,7.79,1043.35,13396.62,5.74,91.41,,,,Upper middle income,Latin America & Caribbean ,-47.9292,-15.7801
BRA,Brazil,2012,24,6.849,7.74,968.73,12521.72,5.86,91.34,104.78,94.32,43.23,Upper middle income,Latin America & Caribbean ,-47.9292,-15.7801
BRA,Brazil,2014,16,6.983,8.4,1030.66,12274.99,5.95,91.73,110.32,102.64,47.16,Upper middle income,Latin America & Caribbean ,-47.9292,-15.7801
BRA,Brazil,2015,17,6.952,8.91,796.15,8936.2,6.24,92.05,109.15,100.92,48.43,Upper middle income,Latin America & Caribbean ,-47.9292,-15.7801
BRA,Brazil,2016,22,6.635,9.17,810.2,8836.29,6.31,92.81,108.76,102.57,48.33,Upper middle income,Latin America & Caribbean ,-47.9292,-15.7801
BRA,Brazil,2017,28,6.419,9.47,954.75,10080.51,6.32,93.08,109.81,103.02,50.03,Upper middle income,Latin America & Caribbean ,-47.9292,-15.7801
BRA,Brazil,2018,32,6.3,9.46,880.28,9300.66,6.09,93.23,108.62,105.01,51.19,Upper middle income,Latin America & Caribbean ,-47.9292,-15.7801
BRA,Brazil,2019,32,6.376,9.61,868.17,9029.83,5.96,93.9,107.41,103.95,52.62,Upper middle income,Latin America & Caribbean ,-47.9292,-15.7801
BRA,Brazil,2020,35,6.33,9.62,680.77,7074.19,5.77,94.76,105.5,104.13,54.57,Upper middle income,Latin America & Caribbean ,-47.9292,-15.7801
BRA,Brazil,2021,38,6.293,9.64,768.27,7972.54,5.5,94.78,103.47,106.65,56.83,Upper middle income,Latin America & Caribbean ,-47.9292,-15.7801
BRA,Brazil,2022,48,6.125,9.14,848.57,9281.33,5.62,94.39,103.97,106.03,60.39,Upper middle income,Latin America & Caribbean ,-47.9292,-15.7801
BRA,Brazil,2023,44,6.272,,,10377.59,,94.58,,,,Upper middle income,Latin America & Caribbean ,-47.9292,-15.7801
BRA,Brazil,2024,36,6.494,,,10280.31,,94.8,,,,Upper middle income,Latin America & Caribbean ,-47.9292,-15.7801
BTN,Bhutan,2014,79,5.253,3.28,87.19,2849.5,5.46,,104.72,84.14,,Lower middle income,South Asia,89.6177,27.5768
BTN,Bhutan,2015,84,5.196,3.49,96.87,2954.04,6.93,,103.1,85.23,,Lower middle income,South Asia,89.6177,27.5768
BTN,Bhutan,2016,97,5.011,3.33,97.43,3152.31,6.4,,101.32,85.68,,Lower middle income,South Asia,89.6177,27.5768
BTN,Bhutan,2017,97,5.082,3.13,103.64,3435.29,6.62,66.56,99.74,86.56,14.84,Lower middle income,South Asia,89.6177,27.5768
BTN,Bhutan,2018,95,5.082,3.07,102.01,3400.2,6.48,,99.31,87.57,14.93,Lower middle income,South Asia,89.6177,27.5768
BWA,Botswana,2011,117,4.581,5.87,427.71,7287.38,10.83,,,,17.51,Upper middle income,Sub-Saharan Africa ,25.9201,-24.6544
BWA,Botswana,2012,145,3.97,6.35,418.82,6595.54,8.11,,107.41,,21.67,Upper middle income,Sub-Saharan Africa ,25.9201,-24.6544
BWA,Botswana,2014,128,4.332,5.88,418.82,7122.36,7.89,,101.62,,24.84,Upper middle income,Sub-Saharan Africa ,25.9201,-24.6544
BWA,Botswana,2015,136,3.974,6.1,374.79,6141.2,8.39,,101.62,,26.87,Upper middle income,Sub-Saharan Africa ,25.9201,-24.6544
BWA,Botswana,2016,142,3.766,5.77,389.31,6749.06,8.74,,,,22.66,Upper middle income,Sub-Saharan Africa ,25.9201,-24.6544
BWA,Botswana,2017,146,3.59,6.63,471.05,7104.96,7.81,,,,21.48,Upper middle income,Sub-Saharan Africa ,25.9201,-24.6544
BWA,Botswana,2018,148,3.488,6.04,447.45,7407.96,7.91,,,,,Upper middle income,Sub-Saharan Africa ,25.9201,-24.6544
BWA,Botswana,2019,147,3.479,6.12,438.29,7172.09,8.4,,,,21.5,Upper middle income,Sub-Saharan Africa ,25.9201,-24.6544
BWA,Botswana,2020,146,3.467,6.12,386.29,6323.3,8.06,,,,22.4,Upper middle income,Sub-Saharan Africa ,25.9201,-24.6544
BWA,Botswana,2021,142,3.471,6.31,492.14,7807.89,,,104.62,70.63,21.2,Upper middle income,Sub-Saharan Africa ,25.9201,-24.6544
BWA,Botswana,2022,132,3.435,5.73,477.83,8328.71,,,109.27,,20.71,Upper middle income,Sub-Saharan Africa ,25.9201,-24.6544
BWA,Botswana,2023,137,3.383,,,7826.35,,,,,20.57,Upper middle income,Sub-Saharan Africa ,25.9201,-24.6544
BWA,Botswana,2024,142,3.438,,,7695.24,,,,,21.41,Upper middle income,Sub-Saharan Africa ,25.9201,-24.6544
CAF,Central African Republic,2011,154,3.568,3.68,19.63,534.06,1.11,,81.35,15.92,2.95,Low income,Sub-Saharan Africa ,21.6407,5.63056
CAF,Central African Republic,2012,154,3.623,3.92,21.33,544.4,1.98,,81.93,15.62,2.78,Low income,Sub-Saharan Africa ,21.6407,5.63056
CAF,Central African Republic,2014,148,3.678,4.57,18.71,409.85,2.22,,,,,Low income,Sub-Saharan Africa ,21.6407,5.63056
CAF,Central African Republic,2016,155,2.693,5.44,21.08,387.18,1.75,,96.81,13.95,,Low income,Sub-Saharan Africa ,21.6407,5.63056
CAF,Central African Republic,2017,155,3.083,6.67,28.82,432.32,1.75,,,15.81,,Low income,Sub-Saharan Africa ,21.6407,5.63056
CAF,Central African Republic,2018,155,3.083,11.0,51.35,455.24,1.57,,,,,Low income,Sub-Saharan Africa ,21.6407,5.63056
CAF,Central African Republic,2019,149,3.476,7.76,35.76,449.23,1.77,42.44,,,,Low income,Sub-Saharan Africa ,21.6407,5.63056
CAN,Canada,2011,5,7.499,10.41,5401.62,52223.86,5.26,,98.56,102.82,63.16,High income,North America,-75.6919,45.4215
CAN,Canada,2012,6,7.477,10.54,5520.62,52670.34,,,99.49,110.87,63.6,High income,North America,-75.6919,45.4215
CAN,Canada,2014,5,7.427,10.29,5212.01,50960.84,4.84,,99.53,111.68,67.17,High income,North America,-75.6919,45.4215
CAN,Canada,2015,6,7.404,10.77,4660.8,43594.19,4.74,,99.86,111.74,67.27,High income,North America,-75.6919,45.4215
CAN,Canada,2016,7,7.316,11.06,4649.12,42314.06,4.82,,98.55,111.61,69.25,High income,North America,-75.6919,45.4215
CAN,Canada,2017,7,7.328,10.93,4899.25,45129.63,4.96,,98.63,111.97,70.27,High income,North America,-75.6919,45.4215
CAN,Canada,2018,9,7.278,10.94,5062.38,46539.18,4.89,,98.66,111.83,69.35,High income,North America,-75.6919,45.4215
CAN,Canada,2019,11,7.232,11.06,5103.84,46352.87,4.77,,97.19,110.98,73.11,High income,North America,-75.6919,45.4215
CAN,Canada,2020,14,7.103,13.02,5649.17,43537.84,4.89,,96.91,109.63,75.24,High income,North America,-75.6919,45.4215
CAN,Canada,2021,15,7.025,12.42,6483.38,52886.66,4.75,,95.23,108.34,79.77,High income,North America,-75.6919,45.4215
CAN,Canada,2022,13,6.961,11.23,6255.03,56256.8,4.88,,94.74,107.48,78.9,High income,North America,-75.6919,45.4215
CAN,Canada,2023,15,6.9,11.22,6112.02,54220.33,,,94.95,104.29,76.26,High income,North America,-75.6919,45.4215
CAN,Canada,2024,18,6.803,,,54282.62,,,,,,High income,North America,-75.6919,45.4215
CHE,Switzerland,2011,5,7.499,10.12,9204.88,90476.76,4.86,,102.48,97.2,53.14,High income,Europe & Central Asia,7.44821,46.948
CHE,Switzerland,2012,3,7.65,10.35,8929.33,85836.21,4.9,,102.13,98.37,54.84,High income,Europe & Central Asia,7.44821,46.948
CHE,Switzerland,2014,1,7.587,10.7,9550.46,88724.99,4.93,,102.47,,58.07,High income,Europe & Central Asia,7.44821,46.948
CHE,Switzerland,2015,2,7.509,11.0,9272.52,83806.45,5.0,,102.16,103.91,60.82,High income,Europe & Central Asia,7.44821,46.948
CHE,Switzerland,2016,4,7.494,11.23,9276.5,82153.07,4.98,,101.9,104.1,61.19,High income,Europe & Central Asia,7.44821,46.948
CHE,Switzerland,2017,5,7.487,11.41,9423.65,82254.38,5.02,,101.83,103.9,62.46,High income,Europe & Central Asia,7.44821,46.948
CHE,Switzerland,2018,6,7.48,11.2,9577.3,85217.37,4.93,,101.84,104.19,64.35,High income,Europe & Central Asia,7.44821,46.948
CHE,Switzerland,2019,3,7.56,11.43,9646.91,84121.93,5.01,,101.59,104.07,66.31,High income,Europe & Central Asia,7.44821,46.948
CHE,Switzerland,2020,3,7.571,12.0,10348.35,85897.78,5.28,,101.73,104.21,68.07,High income,Europe & Central Asia,7.44821,46.948
CHE,Switzerland,2021,4,7.512,12.0,11262.23,93664.77,5.04,,101.48,103.61,71.89,High income,Europe & Central Asia,7.44821,46.948
CHE,Switzerland,2022,8,7.24,11.71,10963.43,94394.51,4.92,,101.36,103.39,74.15,High income,Europe & Central Asia,7.44821,46.948
CHE,Switzerland,2023,9,7.06,,,100631.8,,,102.28,102.97,74.01,High income,Europe & Central Asia,7.44821,46.948
CHE,Switzerland,2024,13,6.935,,,103669.87,,,,,,High income,Europe & Central Asia,7.44821,46.948
CHL,Chile,2011,43,6.128,6.8,984.45,14487.39,4.06,96.7,103.17,90.98,70.82,High income,Latin America & Caribbean ,-70.6475,-33.475
CHL,Chile,2012,28,6.587,7.02,1070.51,15241.91,,,103.37,89.5,75.08,High income,Latin America & Caribbean ,-70.6475,-33.475
CHL,Chile,2014,27,6.67,7.84,1138.66,14529.68,4.75,,101.93,99.87,83.66,High income,Latin America & Caribbean ,-70.6475,-33.475
CHL,Chile,2015,24,6.705,8.35,1122.13,13433.92,4.9,96.87,101.71,100.92,86.42,High income,Latin America & Caribbean ,-70.6475,-33.475
CHL,Chile,2016,20,6.652,8.56,1167.89,13649.85,5.37,,101.59,101.49,88.85,High income,Latin America & Caribbean ,-70.6475,-33.475
CHL,Chile,2017,25,6.476,9.09,1353.69,14879.91,5.43,96.4,101.4,102.29,89.92,High income,Latin America & Caribbean ,-70.6475,-33.475
CHL,Chile,2018,26,6.444,9.15,1430.7,15659.48,5.47,,101.54,103.17,91.2,High income,Latin America & Caribbean ,-70.6475,-33.475
CHL,Chile,2019,39,6.228,9.3,1348.99,14495.72,5.63,,101.19,104.41,92.07,High income,Latin America & Caribbean ,-70.6475,-33.475
CHL,Chile,2020,43,6.172,9.69,1270.98,13114.82,5.63,,99.7,103.69,89.11,High income,Latin America & Caribbean ,-70.6475,-33.475
CHL,Chile,2021,44,6.172,9.69,1576.69,16206.83,5.0,,99.37,106.67,96.22,High income,Latin America & Caribbean ,-70.6475,-33.475
CHL,Chile,2022,35,6.334,10.06,1547.29,15405.62,4.9,,100.19,106.07,99.34,High income,Latin America & Caribbean ,-70.6475,-33.475
CHL,Chile,2023,38,6.36,10.1,1714.89,17067.04,,,100.32,105.83,104.73,High income,Latin America & Caribbean ,-70.6475,-33.475
CHL,Chile,2024,45,6.361,,,16709.89,,,,,,High income,Latin America & Caribbean ,-70.6475,-33.475
CHN,China,2011,112,4.68,4.34,239.2,5703.76,,,103.33,92.03,26.79,Upper middle income,East Asia & Pacific,116.286,40.0495
CHN,China,2012,93,4.978,4.57,284.7,6405.06,,,103.18,92.26,29.31,Upper middle income,East Asia & Pacific,116.286,40.0495
CHN,China,2014,84,5.14,4.78,362.29,7781.07,,,96.9,,43.71,Upper middle income,East Asia & Pacific,116.286,40.0495
CHN,China,2015,83,5.245,4.94,393.1,8175.33,,,96.34,,47.12,Upper middle income,East Asia & Pacific,116.286,40.0495
CHN,China,2016,79,5.273,4.98,398.17,8254.87,,,96.88,,49.31,Upper middle income,East Asia & Pacific,116.286,40.0495
CHN,China,2017,86,5.246,5.07,439.94,8979.68,,,97.54,,51.07,Upper middle income,East Asia & Pacific,116.286,40.0495
CHN,China,2018,93,5.191,5.17,504.11,10085.66,,,97.81,,53.4,Upper middle income,East Asia & Pacific,116.286,40.0495
CHN,China,2019,94,5.124,5.35,538.99,10342.9,,,97.82,,56.61,Upper middle income,East Asia & Pacific,116.286,40.0495
CHN,China,2020,84,5.339,5.59,582.95,10627.46,,96.74,98.79,,61.61,Upper middle income,East Asia & Pacific,116.286,40.0495
CHN,China,2021,72,5.585,5.38,670.26,12887.44,,,99.23,,66.82,Upper middle income,East Asia & Pacific,116.286,40.0495
CHN,China,2022,64,5.818,5.37,672.45,12970.61,,,100.1,,71.58,Upper middle income,East Asia & Pacific,116.286,40.0495
CHN,China,2023,60,5.973,,,12951.18,4.0,,99.17,,74.59,Upper middle income,East Asia & Pacific,116.286,40.0495
CHN,China,2024,68,5.921,,,13303.15,,,99.64,,76.88,Upper middle income,East Asia & Pacific,116.286,40.0495
CIV,Cote d'Ivoire,2011,133,4.197,4.4,67.98,1596.63,2.87,,73.56,,2.92,Lower middle income,Sub-Saharan Africa ,-4.0305,5.332
CIV,Cote d'Ivoire,2014,151,3.655,3.73,74.36,1991.37,3.31,43.91,83.75,40.46,7.74,Lower middle income,Sub-Saharan Africa ,-4.0305,5.332
CIV,Cote d'Ivoire,2015,138,3.916,3.22,58.43,1814.72,3.49,,85.26,43.99,8.46,Lower middle income,Sub-Saharan Africa ,-4.0305,5.332
CIV,Cote d'Ivoire,2016,128,4.18,3.32,61.86,1862.6,3.94,50.04,87.97,46.24,8.9,Lower middle income,Sub-Saharan Africa ,-4.0305,5.332
CIV,Cote d'Ivoire,2017,107,4.671,3.25,63.78,1964.3,3.74,,88.21,49.09,9.52,Lower middle income,Sub-Saharan Africa ,-4.0305,5.332
CIV,Cote d'Ivoire,2018,99,4.944,3.09,65.88,2130.87,3.21,,88.21,51.07,,Lower middle income,Sub-Saharan Africa ,-4.0305,5.332
CIV,Cote d'Ivoire,2019,85,5.233,3.19,68.3,2141.77,3.41,56.98,88.47,53.79,10.33,Lower middle income,Sub-Saharan Africa ,-4.0305,5.332
CIV,Cote d'Ivoire,2020,85,5.306,3.62,78.98,2179.73,3.79,,88.63,55.44,10.27,Lower middle income,Sub-Saharan Africa ,-4.0305,5.332
CIV,Cote d'Ivoire,2021,88,5.235,3.76,92.4,2455.98,3.33,50.0,85.83,57.14,10.77,Lower middle income,Sub-Saharan Africa ,-4.0305,5.332
CIV,Cote d'Ivoire,2022,93,5.053,3.64,86.15,2333.37,3.51,,86.45,54.07,11.11,Lower middle income,Sub-Saharan Africa ,-4.0305,5.332
CIV,Cote d'Ivoire,2023,96,5.08,,,2554.67,3.43,,91.81,63.96,11.57,Lower middle income,Sub-Saharan Africa ,-4.0305,5.332
CIV,Cote d'Ivoire,2024,98,5.102,,,2709.9,,,93.3,65.31,,Lower middle income,Sub-Saharan Africa ,-4.0305,5.332
CMR,Cameroon,2011,126,4.376,3.85,58.33,1513.96,2.65,,110.02,49.87,12.51,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721
CMR,Cameroon,2012,122,4.42,3.93,56.96,1449.1,2.6,,114.35,53.1,13.54,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721
CMR,Cameroon,2014,133,4.252,4.34,71.61,1649.44,2.58,,115.3,59.13,16.75,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721
CMR,Cameroon,2015,113,4.513,4.13,58.38,1415.0,2.66,,117.75,60.5,17.3,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721
CMR,Cameroon,2016,107,4.695,4.02,57.99,1441.72,2.56,,117.17,61.4,12.7,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721
CMR,Cameroon,2017,99,4.975,3.79,56.75,1496.09,3.06,,111.22,,12.98,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721
CMR,Cameroon,2018,96,5.044,3.62,58.33,1610.7,3.03,72.55,104.33,,14.54,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721
CMR,Cameroon,2019,98,5.085,3.65,56.79,1555.23,3.05,,106.75,,15.05,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721
CMR,Cameroon,2020,91,5.142,4.25,66.17,1555.6,3.1,,,,15.55,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721
CMR,Cameroon,2021,101,5.048,4.31,72.57,1672.33,2.85,,110.11,45.53,17.16,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721
CMR,Cameroon,2022,96,4.973,4.48,71.98,1604.88,2.66,,112.49,45.61,16.44,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721
CMR,Cameroon,2023,104,4.874,,,1736.86,2.84,,114.42,44.84,16.04,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721
CMR,Cameroon,2024,104,4.887,,,1762.37,,,114.41,,16.66,Lower middle income,Sub-Saharan Africa ,11.5174,3.8721
COL,Colombia,2011,41,6.202,6.78,501.84,7400.99,4.47,93.58,121.83,101.21,45.29,Upper middle income,Latin America & Caribbean ,-74.082,4.60987
COL,Colombia,2012,35,6.416,6.75,547.01,8108.6,4.37,,118.64,97.23,47.47,Upper middle income,Latin America & Caribbean ,-74.082,4.60987
COL,Colombia,2014,33,6.477,7.19,588.29,8187.21,4.63,94.19,116.08,97.36,53.18,Upper middle income,Latin America & Caribbean ,-74.082,4.60987
